source;target;pre_link;post_link
93674;66046;0;1
54674;66046;0;1
8088;66046;0;1
8145;66608;1;0
8171;66608;1;0
85773;66608;0;1
8152;66608;1;0
8174;66608;1;0
8180;66608;1;0
8155;66608;1;0
8170;66608;1;0
38971;66608;1;0
8172;66608;1;0
8146;66608;1;0
8168;66608;1;0
57780;66608;1;0
72482;66608;1;0
38960;66876;1;1
73252;66876;1;0
67334;66876;1;0
8107;66876;1;1
8077;66876;1;0
38966;66876;1;0
8167;66876;1;0
8113;66876;1;0
58004;66876;1;1
70477;66876;1;1
74508;66876;1;1
8163;66876;1;0
38958;66876;1;0
8095;66876;1;1
38953;66876;1;1
113222;66876;1;1
38957;66876;1;0
8113;67334;1;1
38966;67334;1;1
66876;67334;1;0
113222;67334;1;1
8167;67334;1;1
8163;67334;1;1
38958;67334;1;1
8077;67334;1;1
112049;67334;0;1
96773;67334;0;1
104677;67334;0;1
66046;67334;0;1
92254;67334;0;1
67401;67334;0;1
107177;67334;0;1
65591;67334;0;1
73252;67334;1;1
93674;67334;0;1
116057;67334;0;1
54674;67334;0;1
69473;67334;0;1
8088;67334;0;1
8124;67334;0;1
80517;67334;0;1
93349;67334;0;1
8155;67334;0;1
112880;67334;0;1
59177;67401;1;1
65591;67401;1;1
96773;67401;1;1
8088;67401;0;1
67334;67401;0;1
69473;67401;1;1
104677;67401;0;1
112049;67401;0;1
93674;67401;0;1
93349;67401;0;1
92254;67401;0;1
116057;67401;0;1
54674;67401;0;1
8167;67401;1;1
8163;67401;0;1
107177;67401;0;1
73252;67401;0;1
38966;67401;0;1
94715;67401;0;1
80517;67401;0;1
8124;67401;0;1
112880;67401;0;1
8270;67656;0;1
8159;67656;0;1
91368;67656;0;1
59257;67656;0;1
8202;67656;0;1
8199;67656;0;1
8281;67656;0;1
39033;67656;0;1
80543;67854;0;1
38981;67854;0;1
8174;67854;0;1
73416;67854;1;1
8198;67854;0;1
87237;67854;0;1
101514;67854;0;1
8192;67854;1;1
38963;67854;0;1
38978;67854;0;1
8132;67854;0;1
55384;67854;0;1
89174;67854;0;1
8208;67854;0;1
8139;67854;1;1
74874;67854;0;1
8131;67854;0;1
8152;67854;0;1
110015;67854;0;1
108768;67854;0;1
8145;67854;0;1
83029;67854;0;1
85657;67854;0;1
8180;67854;0;1
72482;67854;0;1
116164;67854;0;1
8196;67854;0;1
8168;67854;0;1
8171;67854;0;1
99982;67854;0;1
92323;67854;0;1
8082;68016;1;0
39034;68016;1;0
8049;68016;1;0
8105;68016;1;1
8285;68016;1;1
8112;68016;1;0
38951;68016;1;0
64594;68016;1;0
8284;68016;1;0
55572;68016;1;0
8160;68065;1;0
8143;68065;1;0
55419;68065;1;0
38937;68560;0;1
8082;68560;1;1
8285;68560;1;1
8117;68560;0;1
39028;68560;1;1
91368;68560;0;1
8112;68560;1;1
55572;68560;1;1
39034;68560;1;1
8105;68560;1;1
8284;68560;1;1
39044;68560;1;1
8049;68560;1;1
39043;68560;0;1
73919;68657;1;0
38935;68657;1;1
65591;69473;1;1
63016;69473;1;1
54674;69473;0;1
59177;69473;1;1
112880;69473;0;1
112049;69473;0;1
8167;69473;0;1
38966;69473;0;1
67334;69473;0;1
67401;69473;1;1
73252;69473;0;1
8124;69473;0;1
8088;69473;0;1
94715;69473;0;1
104677;69473;0;1
92254;69473;0;1
96773;69473;0;1
66046;69473;1;1
116057;69473;0;1
80517;69473;0;1
8163;69473;0;1
107177;69473;0;1
93674;69473;0;1
93349;69473;0;1
62225;70102;1;1
92226;70102;1;0
59056;70102;1;0
38958;70102;1;0
84924;70102;1;0
38960;70102;1;0
8095;70477;1;1
38953;70477;1;1
66876;70477;1;1
8107;70477;1;1
113222;70477;0;1
38960;70477;1;1
58004;70477;1;1
74508;70477;1;1
8089;70477;1;0
8160;70898;1;0
8143;70898;1;0
8159;71267;1;0
8170;71267;1;0
8202;71267;1;0
38963;71267;1;0
38971;71267;1;1
8146;71267;1;1
8181;71267;0;1
57780;71267;1;0
55384;71267;1;1
8168;71267;1;1
8133;71267;1;0
92198;71267;0;1
8182;71267;0;1
38981;71267;1;0
78730;71645;1;1
1885;71645;0;1
38936;71645;0;1
38934;71645;1;0
63823;71645;0;1
38979;72408;0;1
114979;72408;0;1
97226;72408;0;1
8285;72408;0;1
38953;72408;0;1
64594;72408;0;1
8195;72408;0;1
8272;72408;0;1
8183;72408;0;1
8275;72408;0;1
111884;72408;0;1
8174;72482;1;1
85657;72482;0;1
38978;72482;0;1
73416;72482;0;1
8172;72482;1;0
87237;72482;0;1
74874;72482;0;1
8145;72482;1;1
8170;72482;1;0
8198;72482;0;1
38963;72482;1;0
8152;72482;1;1
8139;72482;1;0
8162;72482;1;0
8132;72482;0;1
99982;72482;0;1
8180;72482;1;0
101514;72482;0;1
66608;72482;1;0
8208;72482;0;1
8171;72482;0;1
67854;72482;0;1
80543;72482;0;1
8131;72482;1;0
89174;72482;0;1
8155;72482;1;0
8163;73252;1;1
67334;73252;1;1
93674;73252;0;1
38966;73252;1;1
8113;73252;1;1
92254;73252;0;1
8155;73252;0;1
54674;73252;0;1
8077;73252;1;1
67401;73252;0;1
38958;73252;1;1
113222;73252;1;1
66046;73252;0;1
8167;73252;1;1
66876;73252;1;0
8124;73252;0;1
96773;73252;0;1
80517;73252;0;1
116057;73252;0;1
8088;73252;0;1
107177;73252;0;1
112880;73252;0;1
112049;73252;0;1
69473;73252;0;1
93349;73252;0;1
104677;73252;0;1
65591;73252;0;1
8198;73416;1;1
38963;73416;0;1
67854;73416;1;1
8180;73416;0;1
8196;73416;0;1
74874;73416;0;1
8152;73416;0;1
38981;73416;0;1
8139;73416;0;1
8192;73416;0;1
80543;73416;0;1
85657;73416;0;1
8131;73416;1;1
116164;73416;0;1
89174;73416;0;1
83029;73416;0;1
72482;73416;0;1
81094;73416;0;1
87237;73416;0;1
110015;73416;0;1
8135;73531;0;1
73777;73739;0;1
73739;73777;0;1
68657;73919;1;0
38935;73919;1;1
70477;74508;1;1
8107;74508;1;1
38953;74508;1;1
38960;74508;1;1
8095;74508;1;1
80672;74508;1;1
8089;74508;1;0
8155;74508;0;1
66876;74508;1;1
113222;74508;0;1
58004;74508;1;1
38936;74508;1;1
95881;74508;0;1
64655;74508;0;1
38978;74874;0;1
8133;74874;1;1
8191;74874;0;1
8152;74874;1;1
108768;74874;0;1
83029;74874;0;1
55384;74874;1;1
101514;74874;0;1
8139;74874;1;1
8162;74874;0;1
85657;74874;1;1
8146;74874;1;1
73416;74874;0;1
8174;74874;1;1
8208;74874;0;1
87237;74874;1;1
38963;74874;0;1
8187;74874;1;0
72482;74874;0;1
8132;74874;0;1
80543;74874;0;1
8131;74874;1;0
8180;74874;1;1
38976;74874;0;1
8171;74874;0;1
8172;74874;1;1
8209;74874;0;1
67854;74874;0;1
8145;74874;0;1
89174;74874;0;1
116164;74874;0;1
8168;74874;0;1
8170;74874;1;0
8198;74874;1;1
99982;74874;0;1
8196;74874;0;1
8201;74874;0;1
8189;74874;1;0
8193;74874;0;1
42463;76112;1;0
8097;76112;0;1
94634;76112;1;0
54527;76112;1;0
80335;76112;0;1
78264;76112;1;0
61808;76112;1;0
82784;76112;0;1
63189;76112;0;1
8050;76403;0;1
61410;76403;1;0
8155;76572;0;1
8144;76713;1;1
8157;76713;1;1
38962;76713;1;1
8138;76713;1;0
8172;76713;1;0
107883;76713;0;1
8105;76847;0;1
56576;76847;0;1
8117;76847;0;1
91368;76847;0;1
8049;76847;0;1
55572;76847;0;1
8285;76847;0;1
8112;76847;0;1
8284;76847;0;1
39034;76847;0;1
8082;76847;0;1
38937;76847;0;1
39043;76847;0;1
38971;76923;1;0
8181;76923;1;0
8182;76923;1;0
78878;77771;1;0
108814;77771;1;1
65744;77771;0;1
94634;78264;1;1
76112;78264;1;0
42463;78264;1;1
54527;78264;1;0
71645;78730;1;1
38936;78730;1;1
38974;78730;1;0
80672;78730;1;0
104910;78878;0;1
59056;78878;1;1
8113;78878;0;1
84924;78878;1;1
100559;78878;0;1
38934;78878;0;1
77771;78878;1;0
82784;78878;1;0
108814;78878;1;0
8054;78878;0;1
76112;80335;0;1
82784;80335;0;1
63189;80335;0;1
8097;80335;0;1
38966;80517;0;1
67401;80517;0;1
104677;80517;0;1
54674;80517;0;1
8082;80517;0;1
112049;80517;0;1
8124;80517;1;1
112880;80517;1;1
107177;80517;0;1
93674;80517;0;1
65591;80517;0;1
73252;80517;0;1
69473;80517;0;1
8088;80517;1;1
96773;80517;0;1
8117;80517;0;1
59177;80517;0;1
67334;80517;0;1
116057;80517;0;1
8163;80517;0;1
8167;80517;0;1
93349;80517;0;1
92254;80517;0;1
66046;80517;0;1
105143;80517;0;1
8105;80517;0;1
83029;80543;0;1
99982;80543;0;1
67854;80543;0;1
8152;80543;0;1
110015;80543;0;1
101514;80543;0;1
8208;80543;0;1
8145;80543;0;1
38978;80543;0;1
8132;80543;0;1
72482;80543;0;1
8196;80543;0;1
74874;80543;0;1
8131;80543;0;1
8174;80543;0;1
85657;80543;0;1
8207;80543;0;1
38981;80543;0;1
73416;80543;0;1
8171;80543;0;1
38963;80543;0;1
8192;80543;0;1
8055;80672;1;0
8052;80672;1;0
74508;80672;1;1
3719;80672;1;0
38936;80672;1;0
78730;80672;1;0
8198;81094;1;1
8192;81094;1;0
8172;81094;1;0
8191;81094;1;0
8209;81094;1;0
8201;81094;1;0
8139;81094;1;0
38981;81094;1;0
8193;81094;1;0
73416;81094;0;1
38964;81337;0;1
38965;81337;0;1
84708;82770;0;1
38987;82770;0;1
38988;82770;0;1
38983;82770;0;1
108814;82784;1;1
78878;82784;1;0
84924;82784;1;0
65744;82784;0;1
76112;82784;0;1
80335;82784;0;1
8097;82784;0;1
63189;82784;0;1
57780;83029;1;1
8152;83029;0;1
8139;83029;0;1
74874;83029;0;1
116164;83029;0;1
38971;83029;0;1
8168;83029;1;1
8145;83029;0;1
8146;83029;1;1
87237;83029;0;1
8162;83029;1;1
8159;83029;0;1
99982;83029;0;1
55384;83029;1;1
8172;83029;1;1
67854;83029;0;1
73416;83029;0;1
38976;83029;0;1
8171;83029;1;1
8193;83029;0;1
8209;83029;0;1
8133;83029;1;1
8191;83029;0;1
108768;83029;0;1
38963;83029;0;1
92198;83029;0;1
101514;83029;0;1
8196;83029;0;1
92226;83029;0;1
80543;83029;0;1
8174;83029;0;1
8201;83029;0;1
8181;84454;0;1
3719;84454;0;1
38983;84708;0;1
82770;84708;0;1
38987;84708;0;1
38988;84708;0;1
100559;84924;0;1
70102;84924;1;0
78878;84924;1;1
8113;84924;0;1
104910;84924;0;1
38958;84924;1;1
38960;84924;1;1
82784;84924;1;0
39029;85072;1;1
39037;85072;1;1
8281;85072;1;1
74874;85657;1;1
38978;85657;0;1
8133;85657;1;1
8152;85657;1;1
67854;85657;0;1
8174;85657;1;1
8171;85657;0;1
72482;85657;0;1
8208;85657;0;1
8132;85657;0;1
87237;85657;0;1
80543;85657;0;1
101514;85657;0;1
8145;85657;0;1
8192;85657;0;1
99982;85657;0;1
73416;85657;0;1
8180;85657;1;0
110015;85657;0;1
92323;85657;0;1
38932;85773;0;1
8037;85773;1;0
66608;85773;0;1
8158;85889;0;1
8141;85889;0;1
110015;87237;0;1
67854;87237;0;1
99982;87237;0;1
38963;87237;1;1
85657;87237;0;1
55384;87237;1;1
8152;87237;1;1
8196;87237;0;1
8139;87237;1;1
83029;87237;0;1
8174;87237;1;1
38981;87237;0;1
74874;87237;1;1
8193;87237;1;0
8198;87237;0;1
8146;87237;1;1
73416;87237;0;1
72482;87237;0;1
8180;87237;0;1
8208;87237;0;1
89174;87237;0;1
8187;87237;0;1
8192;87237;0;1
116164;87237;0;1
8198;89174;0;1
73416;89174;0;1
74874;89174;0;1
72482;89174;0;1
67854;89174;0;1
8152;89174;0;1
87237;89174;0;1
8040;89910;0;1
68560;91368;0;1
39034;91368;0;1
39028;91368;0;1
39044;91368;0;1
8112;91368;0;1
8284;91368;0;1
38937;91368;0;1
55572;91368;0;1
8117;91368;0;1
8082;91368;0;1
8105;91368;0;1
76847;91368;0;1
67656;91368;0;1
8285;91368;0;1
8270;91368;0;1
8049;91368;0;1
71267;92198;0;1
8168;92198;0;1
8133;92198;0;1
55384;92198;0;1
8146;92198;0;1
8172;92198;0;1
38963;92198;0;1
8162;92198;0;1
8171;92198;0;1
83029;92198;0;1
57780;92198;0;1
2962;92218;0;1
83029;92226;0;1
70102;92226;1;0
8138;92226;0;1
111074;92243;0;1
112880;92254;0;1
69473;92254;0;1
67401;92254;0;1
93674;92254;0;1
8088;92254;0;1
54674;92254;0;1
107177;92254;0;1
80517;92254;0;1
93349;92254;0;1
116057;92254;0;1
67334;92254;0;1
65591;92254;0;1
73252;92254;0;1
96773;92254;0;1
8163;92254;0;1
8124;92254;0;1
66046;92254;0;1
104677;92254;0;1
8155;92254;0;1
38966;92254;0;1
112049;92254;0;1
8167;92254;0;1
111074;92307;0;1
85657;92323;0;1
67854;92323;0;1
112880;93349;0;1
93674;93349;0;1
92254;93349;0;1
65591;93349;0;1
80517;93349;0;1
116057;93349;0;1
38966;93349;0;1
104677;93349;0;1
96773;93349;0;1
67401;93349;0;1
8124;93349;0;1
8167;93349;0;1
69473;93349;0;1
54674;93349;0;1
112049;93349;0;1
107177;93349;0;1
67334;93349;0;1
66046;93349;0;1
8088;93349;0;1
73252;93349;0;1
8163;93349;0;1
80517;93674;0;1
8088;93674;0;1
54674;93674;0;1
66046;93674;0;1
67401;93674;0;1
69473;93674;0;1
107177;93674;0;1
116057;93674;0;1
65591;93674;0;1
96773;93674;0;1
92254;93674;0;1
8167;93674;0;1
67334;93674;0;1
38966;93674;0;1
104677;93674;0;1
8124;93674;0;1
112049;93674;0;1
8163;93674;0;1
73252;93674;0;1
112880;93674;0;1
93349;93674;0;1
78264;94634;1;1
42463;94634;1;1
54527;94634;1;0
76112;94634;1;0
59177;94715;0;1
67401;94715;0;1
69473;94715;0;1
74508;95881;0;1
38936;95881;0;1
38966;96773;0;1
69473;96773;0;1
8088;96773;0;1
59177;96773;0;1
66046;96773;1;1
63016;96773;1;1
92254;96773;0;1
112880;96773;0;1
65591;96773;1;1
116057;96773;0;1
67401;96773;1;1
107177;96773;0;1
104677;96773;0;1
8124;96773;0;1
112049;96773;0;1
93674;96773;0;1
8167;96773;0;1
80517;96773;0;1
73252;96773;0;1
93349;96773;0;1
67334;96773;0;1
54674;96773;0;1
8163;96773;0;1
38979;97226;0;1
8272;97226;0;1
8195;97226;0;1
8275;97226;0;1
114979;97226;0;1
8183;97226;0;1
111884;97226;0;1
64594;97226;0;1
38953;97226;0;1
72408;97226;0;1
80543;99982;0;1
83029;99982;0;1
8208;99982;0;1
8132;99982;0;1
8152;99982;0;1
8174;99982;0;1
8131;99982;0;1
85657;99982;0;1
72482;99982;0;1
8145;99982;0;1
87237;99982;0;1
67854;99982;0;1
38978;99982;0;1
74874;99982;0;1
101514;99982;0;1
116164;99982;0;1
8171;99982;0;1
8129;100272;1;1
8128;100272;1;1
8151;100272;1;1
38967;100272;1;1
3723;100272;1;1
8177;100272;1;1
8142;100272;1;0
8173;100272;1;1
104910;100559;0;1
84924;100559;0;1
78878;100559;0;1
59056;100559;0;1
38957;101310;0;1
8077;101310;0;1
80543;101514;0;1
85657;101514;0;1
38978;101514;0;1
8174;101514;0;1
8132;101514;0;1
8152;101514;0;1
83029;101514;0;1
8145;101514;0;1
8171;101514;0;1
74874;101514;0;1
8208;101514;0;1
72482;101514;0;1
67854;101514;0;1
99982;101514;0;1
63999;101538;0;1
38972;101538;0;1
64655;102130;0;1
3723;102130;0;1
65591;102130;0;1
109329;102130;0;1
8142;102130;0;1
8132;102130;0;1
55724;102755;0;1
8167;104677;0;1
67401;104677;0;1
54674;104677;0;1
65591;104677;0;1
66046;104677;0;1
8124;104677;0;1
116057;104677;0;1
96773;104677;0;1
112880;104677;0;1
63016;104677;0;1
92254;104677;0;1
73252;104677;0;1
67334;104677;0;1
93674;104677;0;1
112049;104677;0;1
69473;104677;0;1
80517;104677;0;1
8088;104677;0;1
8163;104677;0;1
107177;104677;0;1
38966;104677;0;1
59177;104677;0;1
93349;104677;0;1
84924;104910;0;1
59056;104910;0;1
100559;104910;0;1
78878;104910;0;1
80517;105143;0;1
8124;105143;0;1
112880;105143;0;1
8088;105143;0;1
112049;105143;0;1
54674;107177;0;1
8167;107177;0;1
112880;107177;0;1
116057;107177;0;1
93674;107177;0;1
92254;107177;0;1
80517;107177;0;1
8088;107177;0;1
8124;107177;0;1
112049;107177;0;1
67401;107177;0;1
73252;107177;0;1
38966;107177;0;1
65591;107177;0;1
69473;107177;0;1
104677;107177;0;1
96773;107177;0;1
8163;107177;0;1
93349;107177;0;1
67334;107177;0;1
66046;107177;0;1
63189;107499;0;1
39652;107499;0;1
8155;107499;0;1
38962;107883;1;1
8144;107883;1;1
76713;107883;0;1
8157;107883;1;1
108768;107883;1;1
8138;107883;1;0
8172;108768;0;1
107883;108768;1;1
8162;108768;0;1
74874;108768;0;1
8144;108768;1;0
8171;108768;0;1
8157;108768;1;0
8168;108768;0;1
55384;108768;0;1
8139;108768;0;1
83029;108768;0;1
38962;108768;1;0
67854;108768;0;1
77771;108814;1;1
82784;108814;1;1
78878;108814;1;0
65744;108814;0;1
8097;108814;1;0
8082;108814;1;0
102130;109329;0;1
64655;109329;0;1
3723;109329;0;1
8142;109329;0;1
65591;109329;0;1
8132;109329;0;1
67854;110015;0;1
87237;110015;0;1
38981;110015;0;1
8180;110015;0;1
73416;110015;0;1
8192;110015;0;1
80543;110015;0;1
38963;110015;0;1
8196;110015;0;1
85657;110015;0;1
8208;110015;0;1
8152;110015;0;1
8131;110015;0;1
92307;111074;0;1
92243;111074;0;1
61531;111074;0;1
60792;111546;1;1
61410;111546;1;1
38979;111884;0;1
8195;111884;0;1
8275;111884;0;1
38953;111884;0;1
114979;111884;0;1
97226;111884;0;1
64594;111884;0;1
8272;111884;0;1
72408;111884;0;1
67334;112049;0;1
66046;112049;0;1
59177;112049;0;1
80517;112049;0;1
8124;112049;0;1
69473;112049;0;1
8163;112049;0;1
8167;112049;0;1
8088;112049;0;1
104677;112049;0;1
73252;112049;0;1
92254;112049;0;1
116057;112049;0;1
112880;112049;0;1
93674;112049;0;1
38966;112049;0;1
67401;112049;0;1
54674;112049;0;1
65591;112049;0;1
105143;112049;0;1
93349;112049;0;1
107177;112049;0;1
96773;112049;0;1
8124;112880;1;1
112049;112880;0;1
8082;112880;0;1
67334;112880;0;1
96773;112880;0;1
8088;112880;1;1
69473;112880;0;1
66046;112880;0;1
80517;112880;1;1
73252;112880;0;1
92254;112880;0;1
107177;112880;0;1
104677;112880;0;1
54674;112880;0;1
8105;112880;0;1
8163;112880;0;1
116057;112880;0;1
8117;112880;0;1
38966;112880;0;1
105143;112880;0;1
8167;112880;0;1
59177;112880;0;1
65591;112880;0;1
67401;112880;0;1
93349;112880;0;1
93674;112880;0;1
8059;113133;1;0
8042;113133;0;1
38958;113222;1;1
38966;113222;1;1
8163;113222;1;1
66876;113222;1;1
8095;113222;0;1
67334;113222;1;1
8113;113222;1;1
74508;113222;0;1
73252;113222;1;1
8077;113222;1;1
38960;113222;0;1
58004;113222;0;1
8167;113222;1;1
38953;113222;0;1
70477;113222;0;1
8107;113222;0;1
8162;113728;0;1
8172;113728;0;1
8191;113728;0;1
111884;114979;0;1
8204;114979;0;1
38953;114979;0;1
8195;114979;0;1
8272;114979;0;1
8275;114979;0;1
38979;114979;0;1
8183;114979;0;1
64594;114979;0;1
72408;114979;0;1
97226;114979;0;1
104677;116057;0;1
69473;116057;0;1
112049;116057;0;1
66046;116057;0;1
63016;116057;0;1
92254;116057;0;1
8167;116057;0;1
8124;116057;0;1
67334;116057;0;1
67401;116057;0;1
38966;116057;0;1
96773;116057;0;1
93674;116057;0;1
8088;116057;0;1
80517;116057;0;1
65591;116057;0;1
112880;116057;0;1
93349;116057;0;1
73252;116057;0;1
8163;116057;0;1
107177;116057;0;1
54674;116057;0;1
59177;116057;0;1
8168;116164;1;1
8172;116164;1;1
67854;116164;0;1
8162;116164;1;1
99982;116164;0;1
8171;116164;1;1
74874;116164;0;1
8133;116164;1;1
83029;116164;0;1
8146;116164;1;1
8131;116164;0;1
87237;116164;0;1
57780;116164;0;1
8191;116164;1;1
73416;116164;0;1
38931;116369;0;1
8061;116369;0;1
